flow_cell_id,experiment_id,kit,barcode,alias,seqrun
AXA477,NWR-CM,SQK-16S024,barcode01,unknown1,nwr1
AXA477,NWR-CM,SQK-16S024,barcode02,unknown2,nwr1
AXA477,NWR-CM,SQK-16S024,barcode03,unknown3,nwr1
AXA477,NWR-CM,SQK-16S024,barcode04,unknown4,nwr1
AXA477,NWR-CM,SQK-16S024,barcode05,unknown5,nwr1
AXA477,NWR-CM,SQK-16S024,barcode06,unknown6,nwr1
AXA477,NWR-CM,SQK-16S024,barcode07,unknown7,nwr1
AXA477,NWR-CM,SQK-16S024,barcode08,unknown8,nwr1
AXA477,NWR-CM,SQK-16S024,barcode09,unknown9,nwr1
AXA477,NWR-CM,SQK-16S024,barcode10,unknown10,nwr1
AXA477,NWR-CM,SQK-16S024,barcode11,unknown11,nwr1
AXA477,NWR-CM,SQK-16S024,barcode12,unknown12,nwr1
AXA477,NWR-CM,SQK-16S024,barcode13,unknown13,nwr1
AXA477,NWR-CM,SQK-16S024,barcode14,unknown14,nwr1
AXA477,NWR-CM,SQK-16S024,barcode15,unknown15,nwr1
AXA477,NWR-CM,SQK-16S024,barcode16,unknown16,nwr1
AXA477,NWR-CM,SQK-16S024,barcode17,unknown17,nwr1
AXA477,NWR-CM,SQK-16S024,barcode18,unknown18,nwr1
AXA477,NWR-CM,SQK-16S024,barcode19,unknown19,nwr1
AXA477,NWR-CM,SQK-16S024,barcode20,unknown20,nwr1
AXA477,NWR-CM,SQK-16S024,barcode21,unknown21,nwr1
AXA477,NWR-CM,SQK-16S024,barcode22,unknown22,nwr1
AXA477,NWR-CM,SQK-16S024,barcode23,unknown23,nwr1
AXA477,NWR-CM,SQK-16S024,barcode24,unknown24,nwr1
